id,name,type,external_id,dataset,platforms,domains,tactics,in_degree,out_degree,total_degree,degree_centrality,in_degree_centrality,out_degree_centrality,betweenness_centrality,closeness_centrality,community_id
course-of-action--de0bc375-50e1-4e26-a342-a8ff8c9d3037,Vulnerability Scanning,course-of-action,M0916,ics,,ics-attack,,0,3,3,0.015789473684210527,0.0,0.015789473684210527,0.0,0.0,1
course-of-action--e0d38502-decb-481d-ad8b-b8f0a0c330bd,Authorization Enforcement,course-of-action,M0800,ics,,ics-attack,,0,13,13,0.06842105263157895,0.0,0.06842105263157895,0.0,0.0,0
course-of-action--e57ebc6d-785f-40c8-adb1-b5b5e09b3b48,User Account Management,course-of-action,M0918,ics,,ics-attack,,0,6,6,0.031578947368421054,0.0,0.031578947368421054,0.0,0.0,0
course-of-action--f0f5c87a-a58d-440a-b3b5-ca679d98c6dd,Redundancy of Service,course-of-action,M0811,ics,,ics-attack,,0,6,6,0.031578947368421054,0.0,0.031578947368421054,0.0,0.0,2
course-of-action--f9fcb3ec-6de0-4559-8cd9-ef1c0c7d1971,Restrict File and Directory Permissions,course-of-action,M0922,ics,,ics-attack,,0,8,8,0.042105263157894736,0.0,0.042105263157894736,0.0,0.0,0
course-of-action--facb8840-ebe7-49f1-b464-8ef6c8131e21,Software Configuration,course-of-action,M0954,ics,,ics-attack,,0,0,0,0.0,0.0,0.0,0.0,0.0,6
course-of-action--faf2b40e-5981-433f-aa46-17458e0026f7,Antivirus/Antimalware,course-of-action,M0949,ics,,ics-attack,,0,3,3,0.015789473684210527,0.0,0.015789473684210527,0.0,0.0,1
course-of-action--fce6866f-9a87-4d3e-a73c-f02d8937fe0e,Minimize Wireless Signal Propagation,course-of-action,M0806,ics,,ics-attack,,0,2,2,0.010526315789473684,0.0,0.010526315789473684,0.0,0.0,0
malware--00e7d565-9883-4ee5-b642-8fd17fd6a3f5,EKANS,malware,S0605,ics,Windows,enterprise-attack | ics-attack,,0,4,4,0.021052631578947368,0.0,0.021052631578947368,0.0,0.0,3
malware--083bb47b-02c8-4423-81a2-f9ef58572974,Backdoor.Oldrea,malware,S0093,ics,Windows,enterprise-attack | ics-attack,,1,8,9,0.04736842105263158,0.005263157894736842,0.042105263157894736,0.0003723196881091618,0.005263157894736842,1
malware--088f1d6e-0783-47c6-9923-9c79b2af43d4,Stuxnet,malware,S0603,ics,Windows,enterprise-attack | ics-attack,,0,25,25,0.13157894736842105,0.0,0.13157894736842105,0.0,0.0,0
malware--2eaa5319-5e1e-4dd7-bbc4-566fced3964a,Bad Rabbit,malware,S0606,ics,Windows,enterprise-attack | ics-attack,,1,5,6,0.031578947368421054,0.005263157894736842,0.02631578947368421,0.0,0.005263157894736842,1
malware--4dcff507-5af8-47ce-964a-8d9569e9ccfe,PLC-Blaster,malware,S1006,ics,,ics-attack,,0,8,8,0.042105263157894736,0.0,0.042105263157894736,0.0,0.0,0
malware--54cc1d4f-5c53-4f0e-9ef5-11b4998e82e4,BlackEnergy,malware,S0089,ics,Windows,enterprise-attack | ics-attack,,2,3,5,0.02631578947368421,0.010526315789473684,0.015789473684210527,0.0,0.010526315789473684,1
malware--5719af9d-6b16-46f9-9b28-fb019541ddbb,NotPetya,malware,S0368,ics,Windows,enterprise-attack | ics-attack,,1,3,4,0.021052631578947368,0.005263157894736842,0.015789473684210527,0.0,0.005263157894736842,1
malware--58eddbaf-7416-419a-ad7b-e65b9d4c3b55,Conficker,malware,S0608,ics,Windows,enterprise-attack | ics-attack,,0,3,3,0.015789473684210527,0.0,0.015789473684210527,0.0,0.0,3
malware--5af7a825-2d9f-400d-931a-e00eb9e27f48,LockerGoga,malware,S0372,ics,Windows,enterprise-attack | ics-attack,,1,3,4,0.021052631578947368,0.005263157894736842,0.015789473684210527,0.0,0.005263157894736842,3
malware--6108f800-10b8-4090-944e-be579f01263d,VPNFilter,malware,S1010,ics,Network Devices | Linux,ics-attack | enterprise-attack,,1,2,3,0.015789473684210527,0.005263157894736842,0.010526315789473684,0.0,0.005263157894736842,1
malware--68dca94f-c11d-421e-9287-7c501108e18c,Duqu,malware,S0038,ics,Windows,enterprise-attack | ics-attack,,0,3,3,0.015789473684210527,0.0,0.015789473684210527,0.0,0.0,0
malware--6a0d0ea9-b2c4-43fe-a552-ac41a3009dc5,Industroyer2,malware,S1072,ics,Field Controller/RTU/PLC/IED | Engineering Workstation,ics-attack | enterprise-attack,,1,7,8,0.042105263157894736,0.005263157894736842,0.03684210526315789,0.0,0.005263157894736842,2
malware--75ecdbf1-c2bb-4afc-a3f9-c8da4de8c661,WannaCry,malware,S0366,ics,Windows,enterprise-attack | ics-attack,,1,2,3,0.015789473684210527,0.005263157894736842,0.010526315789473684,0.0,0.005263157894736842,1
malware--80099a91-4c86-4bea-9ccb-dac55d61960e,Triton,malware,S1009,ics,,ics-attack,,2,18,20,0.10526315789473684,0.010526315789473684,0.09473684210526316,0.0,0.010526315789473684,0
malware--931e2489-8078-4f9f-85b2-a9211950e75b,Fuxnet,malware,S1157,ics,Input/Output Server | Control Server,ics-attack,,0,6,6,0.031578947368421054,0.0,0.031578947368421054,0.0,0.0,2
malware--a020a61c-423f-4195-8c46-ba1d21abba37,Ryuk,malware,S0446,ics,Windows,enterprise-attack | ics-attack,,2,1,3,0.015789473684210527,0.010526315789473684,0.005263157894736842,0.0,0.010526315789473684,3
malware--a4a98eab-b691-45d9-8c48-869ef8fefd57,ACAD/Medre.A,malware,S1000,ics,,ics-attack,,0,2,2,0.010526315789473684,0.0,0.010526315789473684,0.0,0.0,0
malware--ac61f1f9-7bb1-465e-9b8a-c2ce8e88baf5,REvil,malware,S0496,ics,Windows,enterprise-attack | ics-attack,,2,8,10,0.05263157894736842,0.010526315789473684,0.042105263157894736,0.0,0.010526315789473684,1
malware--b34df04a-9d30-4d84-a03f-0d536ee19a05,FrostyGoop,malware,S1165,ics,Control Server | Field Controller/RTU/PLC/IED,ics-attack,,1,5,6,0.031578947368421054,0.005263157894736842,0.02631578947368421,0.0002127541074909496,0.005263157894736842,2
malware--d3aa1058-b1b3-4c29-a3ba-9a9b90ccd93b,INCONTROLLER,malware,S1045,ics,Field Controller/RTU/PLC/IED | Safety Instrumented System/Protection Relay | Engineering Workstation | Windows,ics-attack,,0,17,17,0.08947368421052632,0.0,0.08947368421052632,0.0,0.0,2
malware--e221eb77-1502-4129-af1d-fe1ad55e7ec6,KillDisk,malware,S0607,ics,Linux | Windows,enterprise-attack | ics-attack,,3,4,7,0.03684210526315789,0.015789473684210527,0.021052631578947368,0.0002127541074909496,0.015789473684210527,2
malware--e401d4fe-f0c9-44f0-98e6-f93487678808,Industroyer,malware,S0604,ics,Windows,enterprise-attack | ics-attack,,2,24,26,0.1368421052631579,0.010526315789473684,0.12631578947368421,0.0012233361180729603,0.010526315789473684,2
malware--ff6840c9-4c87-4d07-bbb6-9f50aa33d498,Flame,malware,S0143,ics,Windows,enterprise-attack | ics-attack,,0,2,2,0.010526315789473684,0.0,0.010526315789473684,0.0,0.0,0
x-mitre-tactic--298fe907-7931-4fd2-8131-2814dd493134,Inhibit Response Function,x-mitre-tactic,TA0107,ics,,ics-attack,,0,0,0,0.0,0.0,0.0,0.0,0.0,7
x-mitre-tactic--33752ae7-f875-4f43-bdb6-d8d02d341046,Privilege Escalation,x-mitre-tactic,TA0111,ics,,ics-attack,,0,0,0,0.0,0.0,0.0,0.0,0.0,8
x-mitre-tactic--51c25a9e-8615-40c0-8afd-1da578847924,Lateral Movement,x-mitre-tactic,TA0109,ics,,ics-attack,,0,0,0,0.0,0.0,0.0,0.0,0.0,9
x-mitre-tactic--696af733-728e-49d7-8261-75fdc590f453,Discovery,x-mitre-tactic,TA0102,ics,,ics-attack,,0,0,0,0.0,0.0,0.0,0.0,0.0,10
x-mitre-tactic--69da72d2-f550-41c5-ab9e-e8255707f28a,Initial Access,x-mitre-tactic,TA0108,ics,,ics-attack,,0,0,0,0.0,0.0,0.0,0.0,0.0,11
x-mitre-tactic--77542f83-70d0-40c2-8a9d-ad2eb8b00279,Impact,x-mitre-tactic,TA0105,ics,,ics-attack,,0,0,0,0.0,0.0,0.0,0.0,0.0,12
x-mitre-tactic--78f1d2ae-a579-44c4-8fc5-3e1775c73fac,Persistence,x-mitre-tactic,TA0110,ics,,ics-attack,,0,0,0,0.0,0.0,0.0,0.0,0.0,13
x-mitre-tactic--93bf9a8e-b14c-4587-b6d5-9efc7c12eb45,Execution,x-mitre-tactic,TA0104,ics,,ics-attack,,0,0,0,0.0,0.0,0.0,0.0,0.0,14
x-mitre-tactic--97c8ff73-bd14-4b6c-ac32-3d91d2c41e3f,Command and Control,x-mitre-tactic,TA0101,ics,,ics-attack,,0,0,0,0.0,0.0,0.0,0.0,0.0,15
x-mitre-tactic--b2a67b1e-913c-46f6-b219-048a90560bb9,Collection,x-mitre-tactic,TA0100,ics,,ics-attack,,0,0,0,0.0,0.0,0.0,0.0,0.0,16
x-mitre-tactic--ddf70682-f3ce-479c-a9a4-7eadf9bfead7,Evasion,x-mitre-tactic,TA0103,ics,,ics-attack,,0,0,0,0.0,0.0,0.0,0.0,0.0,17
x-mitre-tactic--ff048b6c-b872-4218-b68c-3735ebd1f024,Impair Process Control,x-mitre-tactic,TA0106,ics,,ics-attack,,0,0,0,0.0,0.0,0.0,0.0,0.0,18
attack-pattern--008b8f56-6107-48be-aa9f-746f927dbb61,Block Command Message,attack-pattern,T0803,ics,None,ics-attack,inhibit-response-function,5,0,5,0.02631578947368421,0.02631578947368421,0.0,0.0,0.028654970760233916,2
attack-pattern--063b5b92-5361-481a-9c3f-95492ed9a2d8,Service Stop,attack-pattern,T0881,ics,None,ics-attack,inhibit-response-function,9,0,9,0.04736842105263158,0.04736842105263158,0.0,0.0,0.05639097744360902,3
attack-pattern--097924ce-a9a9-4039-8591-e0deedfb8722,Modify Parameter,attack-pattern,T0836,ics,None,ics-attack,impair-process-control,10,0,10,0.05263157894736842,0.05263157894736842,0.0,0.0,0.05307017543859649,2
attack-pattern--09a61657-46e1-439e-b3ed-3e4556a78243,Modify Controller Tasking,attack-pattern,T0821,ics,None,ics-attack,execution,7,0,7,0.03684210526315789,0.03684210526315789,0.0,0.0,0.03875598086124402,0
attack-pattern--0fe075d5-beac-4d02-b93e-0f874997db72,Wireless Sniffing,attack-pattern,T0887,ics,None,ics-attack,discovery | collection,2,0,2,0.010526315789473684,0.010526315789473684,0.0,0.0,0.010526315789473684,0
attack-pattern--138979ba-0430-4de6-a128-2fc0b056ba36,Loss of View,attack-pattern,T0829,ics,None,ics-attack,impact,9,0,9,0.04736842105263158,0.04736842105263158,0.0,0.0,0.05429362880886426,2
attack-pattern--19a71d1e-6334-4233-8260-b749cae37953,Activate Firmware Update Mode,attack-pattern,T0800,ics,None,ics-attack,inhibit-response-function,9,0,9,0.04736842105263158,0.04736842105263158,0.0,0.0,0.048987854251012146,0
attack-pattern--1af9e3fd-2bcc-414d-adbd-fe3b95c02ca1,Manipulation of Control,attack-pattern,T0831,ics,None,ics-attack,impact,6,0,6,0.031578947368421054,0.031578947368421054,0.0,0.0,0.03368421052631579,2
attack-pattern--1b22b676-9347-4c55-9a35-ef0dc653db5b,Denial of Service,attack-pattern,T0814,ics,None,ics-attack,inhibit-response-function,7,0,7,0.03684210526315789,0.03684210526315789,0.0,0.0,0.04048582995951417,2
attack-pattern--1c478716-71d9-46a4-9a53-fa5d576adb60,Block Serial COM,attack-pattern,T0805,ics,None,ics-attack,inhibit-response-function,5,0,5,0.02631578947368421,0.02631578947368421,0.0,0.0,0.028654970760233916,2
attack-pattern--1c5cf58c-a34a-40d7-82f4-f987cdfc2b91,System Binary Proxy Execution,attack-pattern,T0894,ics,None,ics-attack,evasion,2,0,2,0.010526315789473684,0.010526315789473684,0.0,0.0,0.010526315789473684,1
attack-pattern--24a9253e-8948-4c98-b751-8e2aee53127c,Command-Line Interface,attack-pattern,T0807,ics,None,ics-attack,execution,9,0,9,0.04736842105263158,0.04736842105263158,0.0,0.0,0.0478468899521531,1
attack-pattern--25852363-5968-4673-b81d-341d5ed90bd1,Point & Tag Identification,attack-pattern,T0861,ics,None,ics-attack,collection,10,0,10,0.05263157894736842,0.05263157894736842,0.0,0.0,0.05307017543859649,0
attack-pattern--25dfc8ad-bd73-4dfd-84a9-3c3d383f76e9,Device Restart/Shutdown,attack-pattern,T0816,ics,None,ics-attack,inhibit-response-function,11,0,11,0.05789473684210526,0.05789473684210526,0.0,0.0,0.05929824561403509,0
attack-pattern--2736b752-4ec5-4421-a230-8977dea7649c,User Execution,attack-pattern,T0863,ics,None,ics-attack,execution,10,0,10,0.05263157894736842,0.05263157894736842,0.0,0.0,0.05730994152046783,1
attack-pattern--2877063e-1851-48d2-bcc6-bc1d2733157e,Wireless Compromise,attack-pattern,T0860,ics,None,ics-attack,initial-access,5,0,5,0.02631578947368421,0.02631578947368421,0.0,0.0,0.02631578947368421,0
attack-pattern--2883c520-7957-46ca-89bd-dab1ad53b601,Change Operating Mode,attack-pattern,T0858,ics,None,ics-attack,execution | evasion,10,0,10,0.05263157894736842,0.05263157894736842,0.0,0.0,0.05413533834586466,0
attack-pattern--2900bbd8-308a-4274-b074-5b8bde8347bc,Alarm Suppression,attack-pattern,T0878,ics,None,ics-attack,inhibit-response-function,5,0,5,0.02631578947368421,0.02631578947368421,0.0,0.0,0.02631578947368421,2
attack-pattern--2aa406ed-81c3-4c1d-ba83-cfbee5a2847a,Detect Operating Mode,attack-pattern,T0868,ics,None,ics-attack,collection,9,0,9,0.04736842105263158,0.04736842105263158,0.0,0.0,0.048987854251012146,0
attack-pattern--2bb4d762-bf4a-4bc3-9318-15cc6a354163,Loss of Protection,attack-pattern,T0837,ics,None,ics-attack,impact,1,0,1,0.005263157894736842,0.005263157894736842,0.0,0.0,0.009473684210526316,2
attack-pattern--2d0d40ad-22fa-4cc8-b264-072557e1364b,Monitor Process State,attack-pattern,T0801,ics,None,ics-attack,collection,5,0,5,0.02631578947368421,0.02631578947368421,0.0,0.0,0.03062200956937799,2
attack-pattern--2dc2b567-8821-49f9-9045-8740f3d0b958,Scripting,attack-pattern,T0853,ics,None,ics-attack,execution,10,0,10,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0555921052631579,1
attack-pattern--2fedbe69-581f-447d-8a78-32ee7db939a9,Remote System Information Discovery,attack-pattern,T0888,ics,None,ics-attack,discovery,6,0,6,0.031578947368421054,0.031578947368421054,0.0,0.0,0.035526315789473684,2
attack-pattern--3067b85e-271e-4bc5-81ad-ab1a81d411e3,Program Upload,attack-pattern,T0845,ics,None,ics-attack,collection,10,0,10,0.05263157894736842,0.05263157894736842,0.0,0.0,0.05413533834586466,0
attack-pattern--32632a95-6856-47b9-9ab7-fea5cd7dce00,Exploit Public-Facing Application,attack-pattern,T0819,ics,None,ics-attack,initial-access,7,0,7,0.03684210526315789,0.03684210526315789,0.0,0.0,0.03684210526315789,1
attack-pattern--3405891b-16aa-4bd7-bd7c-733501f9b20f,Data from Information Repositories,attack-pattern,T0811,ics,None,ics-attack,collection,7,0,7,0.03684210526315789,0.03684210526315789,0.0,0.0,0.03684210526315789,0
attack-pattern--35392fb4-a31d-4c6a-b9f2-1c65b7f5e6b9,Transient Cyber Asset,attack-pattern,T0864,ics,None,ics-attack,initial-access,6,0,6,0.031578947368421054,0.031578947368421054,0.0,0.0,0.031578947368421054,0
attack-pattern--36e9f5bc-ac13-4da4-a2f4-01f4877d9004,Manipulate I/O Image,attack-pattern,T0835,ics,None,ics-attack,inhibit-response-function,3,0,3,0.015789473684210527,0.015789473684210527,0.0,0.0,0.015789473684210527,0
attack-pattern--38213338-1aab-479d-949b-c81b66ccca5c,Network Sniffing,attack-pattern,T0842,ics,None,ics-attack,discovery,8,0,8,0.042105263157894736,0.042105263157894736,0.0,0.0,0.04263157894736842,4
attack-pattern--3b6b9246-43f8-4c69-ad7a-2b11cfe0a0d9,Rootkit,attack-pattern,T0851,ics,None,ics-attack,evasion | inhibit-response-function,3,0,3,0.015789473684210527,0.015789473684210527,0.0,0.0,0.015789473684210527,0
attack-pattern--3de230d4-3e42-4041-b089-17e1128feded,Automated Collection,attack-pattern,T0802,ics,None,ics-attack,collection,5,0,5,0.02631578947368421,0.02631578947368421,0.0,0.0,0.03062200956937799,2
attack-pattern--3f1f4ccb-9be2-4ff8-8f69-dd972221169b,Block Reporting Message,attack-pattern,T0804,ics,None,ics-attack,inhibit-response-function,5,0,5,0.02631578947368421,0.02631578947368421,0.0,0.0,0.028654970760233916,2
attack-pattern--40b300ba-f553-48bf-862e-9471b220d455,Unauthorized Command Message,attack-pattern,T0855,ics,None,ics-attack,impair-process-control,13,0,13,0.06842105263157895,0.06842105263157895,0.0,0.0,0.0696594427244582,2
attack-pattern--493832d9-cea6-4b63-abe7-9a65a6473675,Data Destruction,attack-pattern,T0809,ics,None,ics-attack,inhibit-response-function,7,0,7,0.03684210526315789,0.03684210526315789,0.0,0.0,0.04245614035087719,2
attack-pattern--4c2e1408-9d68-4187-8e6b-a77bc52700ec,Manipulation of View,attack-pattern,T0832,ics,None,ics-attack,impact,5,0,5,0.02631578947368421,0.02631578947368421,0.0,0.0,0.028654970760233916,2
attack-pattern--53a26eee-1080-4d17-9762-2027d5a1b805,Indicator Removal on Host,attack-pattern,T0872,ics,None,ics-attack,evasion,4,0,4,0.021052631578947368,0.021052631578947368,0.0,0.0,0.02807017543859649,0
attack-pattern--53a48c74-0025-45f4-b04a-baa853df8204,I/O Image,attack-pattern,T0877,ics,None,ics-attack,collection,2,0,2,0.010526315789473684,0.010526315789473684,0.0,0.0,0.010526315789473684,3
attack-pattern--56ddc820-6cfb-407f-850b-52c035d123ac,Denial of View,attack-pattern,T0815,ics,None,ics-attack,impact,5,0,5,0.02631578947368421,0.02631578947368421,0.0,0.0,0.028654970760233916,2
attack-pattern--5a2610f6-9fff-41e1-bc27-575ca20383d4,Execution through API,attack-pattern,T0871,ics,None,ics-attack,execution,5,0,5,0.02631578947368421,0.02631578947368421,0.0,0.0,0.028654970760233916,0
attack-pattern--5e0f75da-e108-4688-a6de-a4f07cc2cbe3,Supply Chain Compromise,attack-pattern,T0862,ics,None,ics-attack,initial-access,8,0,8,0.042105263157894736,0.042105263157894736,0.0,0.0,0.042105263157894736,1
attack-pattern--5fa00fdd-4a55-4191-94a0-564181d7fec2,Loss of Safety,attack-pattern,T0880,ics,None,ics-attack,impact,3,0,3,0.015789473684210527,0.015789473684210527,0.0,0.0,0.018796992481203006,5
attack-pattern--63b6942d-8359-4506-bfb3-cf87aa8120ee,Loss of Productivity and Revenue,attack-pattern,T0828,ics,None,ics-attack,impact,11,0,11,0.05789473684210526,0.05789473684210526,0.0,0.0,0.06416040100250626,3
