id,name,type,external_id,dataset,platforms,domains,tactics,in_degree,out_degree,total_degree,degree_centrality,in_degree_centrality,out_degree_centrality,betweenness_centrality,closeness_centrality,community_id
attack-pattern--4bc31b94-045b-4752-8920-aebaebdb6470,Email Account,attack-pattern,T1087.003,enterprise,Windows | Office Suite,enterprise-attack,discovery,14,1,15,0.006868131868131868,0.00641025641025641,0.0004578754578754579,0.0,0.007044237813468583,1
attack-pattern--4bed873f-0b7d-41d4-b93a-b6905d1f90b0,Time Based Checks,attack-pattern,T1497.003,enterprise,Linux | macOS | Windows,enterprise-attack,defense-evasion | discovery,46,1,47,0.02152014652014652,0.021062271062271064,0.0004578754578754579,4.5829494982037355e-06,0.02458162752280399,0
attack-pattern--4cbc6a62-9e34-4f94-8a19-5c1a11392a49,CMSTP,attack-pattern,T1218.003,enterprise,Windows,enterprise-attack,defense-evasion,6,1,7,0.003205128205128205,0.002747252747252747,0.0004578754578754579,0.0,0.0028044871794871795,3
attack-pattern--4d2a5b3e-340d-4600-9123-309dd63c9bf8,SSH Hijacking,attack-pattern,T1563.001,enterprise,Linux | macOS,enterprise-attack,lateral-movement,5,1,6,0.002747252747252747,0.0022893772893772895,0.0004578754578754579,0.0,0.002492877492877493,1
attack-pattern--4eb28bed-d11a-4641-9863-c2ac017d910a,Disable Windows Event Logging,attack-pattern,T1562.002,enterprise,Windows,enterprise-attack,defense-evasion,10,1,11,0.005036630036630037,0.004578754578754579,0.0004578754578754579,0.0,0.005328005328005328,1
attack-pattern--4eeaf8a9-c86b-4954-a663-9555fb406466,Scheduled Transfer,attack-pattern,T1029,enterprise,Linux | macOS | Windows,enterprise-attack,exfiltration,19,0,19,0.0086996336996337,0.0086996336996337,0.0,0.0,0.01854206399660945,0
attack-pattern--4f9ca633-15c5-463c-9724-bdcd54fde541,SMB/Windows Admin Shares,attack-pattern,T1021.002,enterprise,Windows,enterprise-attack,lateral-movement,68,1,69,0.03159340659340659,0.031135531135531136,0.0004578754578754579,4.5829494982037355e-06,0.039506688963210704,1
attack-pattern--4fd8a28b-4b3a-4cd6-a8cf-85ba5f824a7f,Implant Internal Image,attack-pattern,T1525,enterprise,IaaS | Containers,enterprise-attack,persistence,3,0,3,0.0013736263736263735,0.0013736263736263735,0.0,0.0,0.0013736263736263737,1
attack-pattern--4fe28b27-b13c-453e-a386-c2ef362a573b,Protocol Tunneling,attack-pattern,T1572,enterprise,ESXi | Linux | macOS | Windows,enterprise-attack,command-and-control,40,0,40,0.018315018315018316,0.018315018315018316,0.0,0.0,0.024828665957698212,1
attack-pattern--4ff5d6a8-c062-4c68-a778-36fc5edd564f,Control Panel,attack-pattern,T1218.002,enterprise,Windows,enterprise-attack,defense-evasion,4,1,5,0.0022893772893772895,0.0018315018315018315,0.0004578754578754579,0.0,0.0018315018315018315,3
attack-pattern--4ffc1794-ec3b-45be-9e52-42dbcb2af2de,Network Address Translation Traversal,attack-pattern,T1599.001,enterprise,Network Devices,enterprise-attack,defense-evasion,5,1,6,0.002747252747252747,0.0022893772893772895,0.0004578754578754579,0.0,0.0022893772893772895,1
attack-pattern--506f6f49-7045-4156-9007-7474cb44ad6d,Upload Tool,attack-pattern,T1608.002,enterprise,PRE,enterprise-attack,resource-development,5,1,6,0.002747252747252747,0.0022893772893772895,0.0004578754578754579,0.0,0.0022893772893772895,1
attack-pattern--5095a853-299c-4876-abd7-ac0050fb5462,Security Support Provider,attack-pattern,T1547.005,enterprise,Windows,enterprise-attack,persistence | privilege-escalation,4,1,5,0.0022893772893772895,0.0018315018315018315,0.0004578754578754579,5.72868687275467e-06,0.017183227570551515,1
attack-pattern--514dc7b3-0b80-4382-80a9-2e2d294f5019,Overwrite Process Arguments,attack-pattern,T1036.011,enterprise,Linux,enterprise-attack,defense-evasion,1,1,2,0.0009157509157509158,0.0004578754578754579,0.0004578754578754579,0.0,0.0004578754578754579,3
attack-pattern--51a14c76-dd3b-440b-9c20-2bf91d25a814,Use Alternate Authentication Material,attack-pattern,T1550,enterprise,Windows | SaaS | IaaS | Containers | Identity Provider | Office Suite | Linux,enterprise-attack,defense-evasion | lateral-movement,13,0,13,0.005952380952380952,0.005952380952380952,0.0,0.0,0.0213189348137445,1
attack-pattern--51e54974-a541-4fb6-a61b-0518e4c6de41,Threat Intel Vendors,attack-pattern,T1597.001,enterprise,PRE,enterprise-attack,reconnaissance,1,1,2,0.0009157509157509158,0.0004578754578754579,0.0004578754578754579,0.0,0.0004578754578754579,1
attack-pattern--51ea26b1-ff1e-4faa-b1a0-1114cd298c87,Exfiltration Over Other Network Medium,attack-pattern,T1011,enterprise,Linux | macOS | Windows,enterprise-attack,exfiltration,3,0,3,0.0013736263736263735,0.0013736263736263735,0.0,0.0,0.0014652014652014652,1
attack-pattern--52759bf1-fe12-4052-ace6-c5b0cf7dd7fd,Network Device Configuration Dump,attack-pattern,T1602.002,enterprise,Network Devices,enterprise-attack,collection,7,1,8,0.003663003663003663,0.003205128205128205,0.0004578754578754579,0.0,0.003205128205128205,1
attack-pattern--5282dd9a-d26d-4e16-88b7-7c0f4553daf4,Gather Victim Identity Information,attack-pattern,T1589,enterprise,PRE,enterprise-attack,reconnaissance,15,0,15,0.006868131868131868,0.006868131868131868,0.0,0.0,0.009623709623709623,1
attack-pattern--5372c5fe-f424-4def-bcd5-d3a8e770f07b,Disable or Modify System Firewall,attack-pattern,T1562.004,enterprise,ESXi | Linux | macOS | Network Devices | Windows,enterprise-attack,defense-evasion,49,1,50,0.022893772893772892,0.022435897435897436,0.0004578754578754579,9.165898996407471e-06,0.02658514052319362,1
attack-pattern--53ac20cd-aca3-406e-9aa0-9fc7fdc60a5a,Archive Collected Data,attack-pattern,T1560,enterprise,Linux | macOS | Windows,enterprise-attack,collection,58,0,58,0.026556776556776556,0.026556776556776556,0.0,0.0,0.05276603738142199,0
attack-pattern--543fceb5-cb92-40cb-aacf-6913d4db58bc,SIP and Trust Provider Hijacking,attack-pattern,T1553.003,enterprise,Windows,enterprise-attack,defense-evasion,3,1,4,0.0018315018315018315,0.0013736263736263735,0.0004578754578754579,0.0,0.0013736263736263737,3
attack-pattern--544b0346-29ad-41e1-a808-501bb4193f47,Browser Session Hijacking,attack-pattern,T1185,enterprise,Windows,enterprise-attack,collection,16,0,16,0.007326007326007326,0.007326007326007326,0.0,0.0,0.015179973088136354,0
attack-pattern--54a649ff-439a-41a4-9856-8d144a2551ba,Remote Services,attack-pattern,T1021,enterprise,Linux | macOS | Windows | IaaS | ESXi,enterprise-attack,lateral-movement,21,0,21,0.009615384615384616,0.009615384615384616,0.0,0.0,0.04213744002476397,1
attack-pattern--54b4c251-1f0e-4eba-ba6b-dbc7a6f6f06b,Mail Protocols,attack-pattern,T1071.003,enterprise,Linux | macOS | Network Devices | Windows,enterprise-attack,command-and-control,28,1,29,0.013278388278388278,0.01282051282051282,0.0004578754578754579,4.5829494982037355e-06,0.013486513486513488,0
attack-pattern--54ca26f3-c172-4231-93e5-ccebcac2161f,Hybrid Identity,attack-pattern,T1556.007,enterprise,Windows | SaaS | IaaS | Office Suite | Identity Provider,enterprise-attack,credential-access | defense-evasion | persistence,5,1,6,0.002747252747252747,0.0022893772893772895,0.0004578754578754579,0.0,0.0023547880690737836,1
attack-pattern--5502c4e9-24ef-4d5f-8ee9-9e906c2f82c4,Vulnerability Scanning,attack-pattern,T1595.002,enterprise,PRE,enterprise-attack,reconnaissance,16,1,17,0.007783882783882784,0.007326007326007326,0.0004578754578754579,6.874424247305603e-06,0.007326007326007326,1
attack-pattern--55bb4471-ff1f-43b4-88c1-c9384ec47abf,Cloud API,attack-pattern,T1059.009,enterprise,IaaS | Identity Provider | Office Suite | SaaS,enterprise-attack,execution,6,1,7,0.003205128205128205,0.002747252747252747,0.0004578754578754579,2.2914747491018678e-06,0.0027472527472527475,1
attack-pattern--55fc4df0-b42c-479a-b860-7a6761bcaad0,Search Open Technical Databases,attack-pattern,T1596,enterprise,PRE,enterprise-attack,reconnaissance,8,0,8,0.003663003663003663,0.003663003663003663,0.0,0.0,0.003957352171637886,1
attack-pattern--561ae9aa-c28a-4144-9eec-e7027a14c8c3,Electron Applications,attack-pattern,T1218.015,enterprise,Linux | macOS | Windows,enterprise-attack,defense-evasion,5,1,6,0.002747252747252747,0.0022893772893772895,0.0004578754578754579,0.0,0.0022893772893772895,3
attack-pattern--562e9b64-7239-493d-80f4-2bff900d9054,Disable or Modify Linux Audit System,attack-pattern,T1562.012,enterprise,Linux,enterprise-attack,defense-evasion,3,1,4,0.0018315018315018315,0.0013736263736263735,0.0004578754578754579,0.0,0.0014652014652014652,1
attack-pattern--564998d8-ab3e-4123-93fb-eccaa6b9714a,Rogue Domain Controller,attack-pattern,T1207,enterprise,Windows,enterprise-attack,defense-evasion,1,0,1,0.0004578754578754579,0.0004578754578754579,0.0,0.0,0.013851694523963431,1
attack-pattern--565275d5-fcc3-4b66-b4e7-928e4cac6b8c,Code Signing Policy Modification,attack-pattern,T1553.006,enterprise,Windows | macOS,enterprise-attack,defense-evasion,8,1,9,0.004120879120879121,0.003663003663003663,0.0004578754578754579,0.0,0.004298941798941799,3
attack-pattern--56e0d8b8-3e25-49dd-9050-3aa252f5aa92,Deploy Container,attack-pattern,T1610,enterprise,Containers,enterprise-attack,defense-evasion | execution,8,0,8,0.003663003663003663,0.003663003663003663,0.0,0.0,0.003663003663003663,1
attack-pattern--57340c81-c025-4189-8fa0-fc7ede51bae4,Modify Registry,attack-pattern,T1112,enterprise,Windows,enterprise-attack,defense-evasion | persistence,171,0,171,0.0782967032967033,0.0782967032967033,0.0,0.0,0.08921348604447196,0
attack-pattern--573ad264-1371-4ae0-8482-d2673b719dba,Launch Daemon,attack-pattern,T1543.004,enterprise,macOS,enterprise-attack,persistence | privilege-escalation,13,1,14,0.00641025641025641,0.005952380952380952,0.0004578754578754579,0.0,0.006301238444095587,3
attack-pattern--57a3d31a-d04f-4663-b2da-7df8ec3f8c9d,Cloud Infrastructure Discovery,attack-pattern,T1580,enterprise,IaaS,enterprise-attack,discovery,4,0,4,0.0018315018315018315,0.0018315018315018315,0.0,0.0,0.0018315018315018315,1
attack-pattern--58a3e6aa-4453-4cc8-a51f-4befe80b31a8,Credentials from Web Browsers,attack-pattern,T1555.003,enterprise,Linux | macOS | Windows,enterprise-attack,credential-access,92,1,93,0.042582417582417584,0.04212454212454213,0.0004578754578754579,1.985944782554952e-05,0.05335726101855134,1
attack-pattern--58af3705-8740-4c68-9329-ec015a7013c2,Path Interception by Search Order Hijacking,attack-pattern,T1574.008,enterprise,Windows,enterprise-attack,persistence | privilege-escalation | defense-evasion,5,1,6,0.002747252747252747,0.0022893772893772895,0.0004578754578754579,0.0,0.007492507492507492,3
attack-pattern--5909f20f-3c39-4795-be06-ef1ea40d350b,Defacement,attack-pattern,T1491,enterprise,Windows | IaaS | Linux | macOS | ESXi,enterprise-attack,impact,3,0,3,0.0013736263736263735,0.0013736263736263735,0.0,0.0,0.0050718512256973805,0
attack-pattern--59bd0dec-f8b2-4b9a-9141-37a1e6899761,Unused/Unsupported Cloud Regions,attack-pattern,T1535,enterprise,IaaS,enterprise-attack,defense-evasion,1,0,1,0.0004578754578754579,0.0004578754578754579,0.0,0.0,0.0004578754578754579,1
attack-pattern--59ff91cd-1430-4075-8563-e6f15f4f9ff5,DHCP Spoofing,attack-pattern,T1557.003,enterprise,Linux | Windows | macOS,enterprise-attack,credential-access | collection,2,1,3,0.0013736263736263735,0.0009157509157509158,0.0004578754578754579,0.0,0.0009157509157509158,1
attack-pattern--5b0ad6f8-6a16-4966-a4ef-d09ea6e2a9f5,Remote Service Session Hijacking,attack-pattern,T1563,enterprise,Linux | macOS | Windows,enterprise-attack,lateral-movement,7,0,7,0.003205128205128205,0.003205128205128205,0.0,0.0,0.004410866910866911,1
attack-pattern--5bd41255-a224-4425-a2e2-e9d293eafe1c,Bind Mounts,attack-pattern,T1564.013,enterprise,Linux,enterprise-attack,defense-evasion,1,1,2,0.0009157509157509158,0.0004578754578754579,0.0004578754578754579,0.0,0.0004578754578754579,3
attack-pattern--5bfccc3f-2326-4112-86cc-c1ece9d8a2b5,Binary Padding,attack-pattern,T1027.001,enterprise,Linux | Windows | macOS,enterprise-attack,defense-evasion,28,1,29,0.013278388278388278,0.01282051282051282,0.0004578754578754579,2.2914747491018678e-06,0.01750333000333,0
attack-pattern--5d0d3609-d06d-49e1-b9c9-b544e0c618cb,Web Shell,attack-pattern,T1505.003,enterprise,Linux | macOS | Network Devices | Windows,enterprise-attack,persistence,64,1,65,0.02976190476190476,0.029304029304029304,0.0004578754578754579,9.165898996407471e-06,0.029405779405779407,1
attack-pattern--5d2be8b9-d24c-4e98-83bf-2f5f79477163,Group Policy Modification,attack-pattern,T1484.001,enterprise,Windows,enterprise-attack,defense-evasion | privilege-escalation,16,1,17,0.007783882783882784,0.007326007326007326,0.0004578754578754579,1.145737374550934e-05,0.010178923640462103,1
attack-pattern--5e4a2073-9643-44cb-a0b5-e7f4048446c7,Browser Information Discovery,attack-pattern,T1217,enterprise,Linux | macOS | Windows,enterprise-attack,discovery,26,0,26,0.011904761904761904,0.011904761904761904,0.0,0.0,0.016282497989815063,0
attack-pattern--60b508a1-6a5e-46b1-821a-9f7b78752abf,Private Keys,attack-pattern,T1552.004,enterprise,Linux | macOS | Network Devices | Windows,enterprise-attack,credential-access,22,1,23,0.010531135531135532,0.010073260073260074,0.0004578754578754579,2.0164977792096438e-05,0.02324891988353527,1
attack-pattern--60c4b628-4807-4b0b-bbf5-fdac8643c337,Server,attack-pattern,T1583.004,enterprise,PRE,enterprise-attack,resource-development,11,1,12,0.005494505494505494,0.005036630036630037,0.0004578754578754579,0.0,0.005036630036630037,1
attack-pattern--60d0c01d-e2bf-49dd-a453-f8a9c9fa6f65,Windows Remote Management,attack-pattern,T1021.006,enterprise,Windows,enterprise-attack,lateral-movement,13,1,14,0.00641025641025641,0.005952380952380952,0.0004578754578754579,2.2914747491018678e-06,0.011597420843996186,1
attack-pattern--613d08bc-e8f4-4791-80b0-c8b974340dfd,Exfiltration Over Bluetooth,attack-pattern,T1011.001,enterprise,Linux | macOS | Windows,enterprise-attack,exfiltration,3,1,4,0.0018315018315018315,0.0013736263736263735,0.0004578754578754579,0.0,0.0013736263736263737,1
attack-pattern--6151cbea-819b-455a-9fa6-99a1cc58797d,Default Accounts,attack-pattern,T1078.001,enterprise,Windows | SaaS | IaaS | Linux | macOS | Containers | Network Devices | Office Suite | Identity Provider | ESXi,enterprise-attack,defense-evasion | persistence | privilege-escalation | initial-access,9,1,10,0.004578754578754579,0.004120879120879121,0.0004578754578754579,4.5829494982037355e-06,0.004162504162504163,1
attack-pattern--61afc315-860c-4364-825d-0d62b2e91edc,Time Providers,attack-pattern,T1547.003,enterprise,Windows,enterprise-attack,persistence | privilege-escalation,2,1,3,0.0013736263736263735,0.0009157509157509158,0.0004578754578754579,0.0,0.0009157509157509158,3
attack-pattern--63220765-d418-44de-8fae-694b3912317d,Trap,attack-pattern,T1546.005,enterprise,macOS | Linux,enterprise-attack,privilege-escalation | persistence,0,1,1,0.0004578754578754579,0.0,0.0004578754578754579,0.0,0.0,3
attack-pattern--633a100c-b2c9-41bf-9be5-905c1b16c825,Dynamic Linker Hijacking,attack-pattern,T1574.006,enterprise,Linux | macOS,enterprise-attack,persistence | privilege-escalation | defense-evasion,11,1,12,0.005494505494505494,0.005036630036630037,0.0004578754578754579,2.2914747491018678e-06,0.005422209369577791,3
attack-pattern--635cbe30-392d-4e27-978e-66774357c762,Local Account,attack-pattern,T1136.001,enterprise,Linux | macOS | Windows | Network Devices | Containers | ESXi,enterprise-attack,persistence,31,1,32,0.014652014652014652,0.014194139194139194,0.0004578754578754579,1.0693548829142048e-05,0.0214301368147522,1
attack-pattern--63b24abc-5702-4745-b1e4-ac70b20a43f2,Search Threat Vendor Data,attack-pattern,T1681,enterprise,PRE,enterprise-attack,reconnaissance,3,0,3,0.0013736263736263735,0.0013736263736263735,0.0,0.0,0.0013736263736263737,1
attack-pattern--63e3d25c-d57d-407d-8e6a-2cecd71f90be,Input Injection,attack-pattern,T1674,enterprise,Windows | macOS | Linux,enterprise-attack,execution,3,0,3,0.0013736263736263735,0.0013736263736263735,0.0,0.0,0.0013736263736263737,5
attack-pattern--64196062-5210-42c3-9a02-563a0d1797ef,Communication Through Removable Media,attack-pattern,T1092,enterprise,Linux | macOS | Windows,enterprise-attack,command-and-control,5,0,5,0.0022893772893772895,0.0022893772893772895,0.0,0.0,0.0022893772893772895,1
attack-pattern--6495ae23-3ab4-43c5-a94f-5638a2c31fd2,Clear Windows Event Logs,attack-pattern,T1070.001,enterprise,Windows,enterprise-attack,defense-evasion,43,1,44,0.020146520146520148,0.019688644688644688,0.0004578754578754579,1.0082488896048219e-05,0.02258684538904319,1
attack-pattern--65013dd2-bc61-43e3-afb5-a14c4fa7437a,Email Accounts,attack-pattern,T1585.002,enterprise,PRE,enterprise-attack,resource-development,26,1,27,0.012362637362637362,0.011904761904761904,0.0004578754578754579,4.5829494982037355e-06,0.011904761904761904,1
attack-pattern--650c784b-7504-4df7-ab2c-4ea882384d1e,LLMNR/NBT-NS Poisoning and SMB Relay,attack-pattern,T1557.001,enterprise,Windows,enterprise-attack,credential-access | collection,11,1,12,0.005494505494505494,0.005036630036630037,0.0004578754578754579,1.3748848494611206e-05,0.012861670165040952,1
attack-pattern--65917ae0-b854-4139-83fe-bf2441cf0196,File and Directory Permissions Modification,attack-pattern,T1222,enterprise,ESXi | Linux | macOS | Windows,enterprise-attack,defense-evasion,5,0,5,0.0022893772893772895,0.0022893772893772895,0.0,0.0,0.009075194468452896,3
attack-pattern--65f2d882-3f41-4d48-8a06-29af77ec9f90,LSASS Memory,attack-pattern,T1003.001,enterprise,Windows,enterprise-attack,credential-access,82,1,83,0.038003663003663,0.037545787545787544,0.0004578754578754579,1.3901613477884665e-05,0.04420221355705227,1
attack-pattern--66b34be7-6915-4b83-8d5a-b0f0592b5e41,IDE Extensions,attack-pattern,T1176.002,enterprise,Linux | macOS | Windows,enterprise-attack,persistence,6,1,7,0.003205128205128205,0.002747252747252747,0.0004578754578754579,0.0,0.0027472527472527475,1
attack-pattern--67073dde-d720-45ae-83da-b12d5e73ca3b,Active Scanning,attack-pattern,T1595,enterprise,PRE,enterprise-attack,reconnaissance,5,0,5,0.0022893772893772895,0.0022893772893772895,0.0,0.0,0.005457380457380458,1
attack-pattern--671cd17f-a765-48fd-adc4-dad1941b1ae3,Junk Code Insertion,attack-pattern,T1027.016,enterprise,Linux | macOS | Windows,enterprise-attack,defense-evasion,20,1,21,0.009615384615384616,0.009157509157509158,0.0004578754578754579,0.0,0.009971509971509971,0
attack-pattern--67720091-eee3-4d2d-ae16-8264567f6f5b,Abuse Elevation Control Mechanism,attack-pattern,T1548,enterprise,Linux | macOS | Windows | IaaS | Office Suite | Identity Provider,enterprise-attack,privilege-escalation | defense-evasion,16,0,16,0.007326007326007326,0.007326007326007326,0.0,0.0,0.029549593795403853,3
attack-pattern--677569f9-a8b0-459e-ab24-7f18091fa7bf,Create Process with Token,attack-pattern,T1134.002,enterprise,Windows,enterprise-attack,defense-evasion | privilege-escalation,15,1,16,0.007326007326007326,0.006868131868131868,0.0004578754578754579,0.0,0.011487890219233502,0
attack-pattern--6831414d-bb70-42b7-8030-d4e06b2660c9,Setuid and Setgid,attack-pattern,T1548.001,enterprise,Linux | macOS,enterprise-attack,privilege-escalation | defense-evasion,3,1,4,0.0018315018315018315,0.0013736263736263735,0.0004578754578754579,0.0,0.0014652014652014652,3
attack-pattern--6836813e-8ec8-4375-b459-abb388cb1a35,Winlogon Helper DLL,attack-pattern,T1547.004,enterprise,Windows,enterprise-attack,persistence | privilege-escalation,15,1,16,0.007326007326007326,0.006868131868131868,0.0004578754578754579,1.5276498327345784e-06,0.007992007992007992,0
attack-pattern--68a0c5ed-bee2-4513-830d-5b0d650139bd,Distributed Component Object Model,attack-pattern,T1021.003,enterprise,Windows,enterprise-attack,lateral-movement,7,1,8,0.003663003663003663,0.003205128205128205,0.0004578754578754579,0.0,0.012763868433971525,1
attack-pattern--692074ae-bb62-4a5e-a735-02cb6bde458c,Password Spraying,attack-pattern,T1110.003,enterprise,Containers | ESXi | IaaS | Identity Provider | Linux | Network Devices | Office Suite | SaaS | Windows | macOS,enterprise-attack,credential-access,20,1,21,0.009615384615384616,0.009157509157509158,0.0004578754578754579,0.0,0.009672619047619048,1
attack-pattern--69b8fd78-40e8-4600-ae4d-662c9d7afdb3,External Proxy,attack-pattern,T1090.002,enterprise,ESXi | Linux | Network Devices | Windows | macOS,enterprise-attack,command-and-control,23,1,24,0.010989010989010988,0.010531135531135532,0.0004578754578754579,1.5276498327345784e-06,0.011435718752791924,1
attack-pattern--69e5226d-05dc-4f15-95d7-44f5ed78d06e,Web Portal Capture,attack-pattern,T1056.003,enterprise,Linux | macOS | Windows,enterprise-attack,collection | credential-access,6,1,7,0.003205128205128205,0.002747252747252747,0.0004578754578754579,9.165898996407471e-06,0.0027472527472527475,3
attack-pattern--69f897fd-12a9-4c89-ad6a-46d2f3c38262,Email Addresses,attack-pattern,T1589.002,enterprise,PRE,enterprise-attack,reconnaissance,18,1,19,0.0086996336996337,0.008241758241758242,0.0004578754578754579,4.5829494982037355e-06,0.008325008325008326,1
attack-pattern--6a5d222a-a7e0-4656-b110-782c33098289,Spearphishing Voice,attack-pattern,T1598.004,enterprise,PRE,enterprise-attack,reconnaissance,5,1,6,0.002747252747252747,0.0022893772893772895,0.0004578754578754579,4.5829494982037355e-06,0.0022893772893772895,1
attack-pattern--6add2ab5-2711-4e9d-87c8-7a0be8531530,Cached Domain Credentials,attack-pattern,T1003.005,enterprise,Windows | Linux,enterprise-attack,credential-access,13,1,14,0.00641025641025641,0.005952380952380952,0.0004578754578754579,9.165898996407471e-07,0.007535321821036107,1
attack-pattern--6b57dc31-b814-4a03-8706-28bc20d739c4,SSH Authorized Keys,attack-pattern,T1098.004,enterprise,Linux | macOS | IaaS | Network Devices | ESXi,enterprise-attack,persistence | privilege-escalation,9,1,10,0.004578754578754579,0.004120879120879121,0.0004578754578754579,0.0,0.004120879120879121,1
attack-pattern--6bc7f9aa-b91f-4b23-84b8-5e756eba68eb,Virtual Machine Discovery,attack-pattern,T1673,enterprise,ESXi | Linux | macOS | Windows,enterprise-attack,discovery,4,0,4,0.0018315018315018315,0.0018315018315018315,0.0,0.0,0.0022435897435897434,3
attack-pattern--6c2957f9-502a-478c-b1dd-d626c0659413,Network Security Appliances,attack-pattern,T1590.006,enterprise,PRE,enterprise-attack,reconnaissance,2,1,3,0.0013736263736263735,0.0009157509157509158,0.0004578754578754579,0.0,0.0009157509157509158,1
attack-pattern--6d4a7fb3-5a24-42be-ae61-6728a2b581f6,Image File Execution Options Injection,attack-pattern,T1546.012,enterprise,Windows,enterprise-attack,privilege-escalation | persistence,3,1,4,0.0018315018315018315,0.0013736263736263735,0.0004578754578754579,0.0,0.0018315018315018315,3
attack-pattern--6e3bd510-6b33-41a4-af80-2d80f3ee0071,Odbcconf,attack-pattern,T1218.008,enterprise,Windows,enterprise-attack,defense-evasion,5,1,6,0.002747252747252747,0.0022893772893772895,0.0004578754578754579,0.0,0.002492877492877493,3
attack-pattern--6e561441-8431-4773-a9b8-ccf28ef6a968,Search Engines,attack-pattern,T1593.002,enterprise,PRE,enterprise-attack,reconnaissance,3,1,4,0.0018315018315018315,0.0013736263736263735,0.0004578754578754579,0.0,0.0013736263736263737,1
attack-pattern--6ee2dc99-91ad-4534-a7d8-a649358c331f,Business Relationships,attack-pattern,T1591.002,enterprise,PRE,enterprise-attack,reconnaissance,4,1,5,0.0022893772893772895,0.0018315018315018315,0.0004578754578754579,2.2914747491018678e-06,0.0018315018315018315,1
attack-pattern--6fa224c7-5091-4595-bf15-3fc9fe2f2c7c,Temporary Elevated Cloud Access,attack-pattern,T1548.005,enterprise,IaaS | Office Suite | Identity Provider,enterprise-attack,privilege-escalation | defense-evasion,1,1,2,0.0009157509157509158,0.0004578754578754579,0.0004578754578754579,0.0,0.0004578754578754579,3
attack-pattern--6faf650d-bf31-4eb4-802d-1000cf38efaf,Video Capture,attack-pattern,T1125,enterprise,Windows | macOS | Linux,enterprise-attack,collection,34,0,34,0.015567765567765568,0.015567765567765568,0.0,0.0,0.02325716611430897,0
attack-pattern--7007935a-a8a7-4c0b-bd98-4e85be8ed197,Process Doppelgänging,attack-pattern,T1055.013,enterprise,Windows,enterprise-attack,defense-evasion | privilege-escalation,4,1,5,0.0022893772893772895,0.0018315018315018315,0.0004578754578754579,0.0,0.0022435897435897434,3
attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0,System Network Configuration Discovery,attack-pattern,T1016,enterprise,ESXi | Linux | macOS | Network Devices | Windows,enterprise-attack,discovery,279,0,279,0.12774725274725274,0.12774725274725274,0.0,0.0,0.13794428809672712,0
attack-pattern--70857657-bd0b-4695-ad3e-b13f92cac1b4,Delete Cloud Instance,attack-pattern,T1578.003,enterprise,IaaS,enterprise-attack,defense-evasion,4,1,5,0.0022893772893772895,0.0018315018315018315,0.0004578754578754579,6.874424247305603e-06,0.0018315018315018315,1
attack-pattern--70910fbd-58dc-4c1c-8c48-814d11fcd022,Code Repositories,attack-pattern,T1593.003,enterprise,PRE,enterprise-attack,reconnaissance,5,1,6,0.002747252747252747,0.0022893772893772895,0.0004578754578754579,4.5829494982037355e-06,0.0022893772893772895,1
attack-pattern--70d81154-b187-45f9-8ec5-295d01255979,Executable Installer File Permissions Weakness,attack-pattern,T1574.005,enterprise,Windows,enterprise-attack,persistence | privilege-escalation | defense-evasion,4,1,5,0.0022893772893772895,0.0018315018315018315,0.0004578754578754579,0.0,0.0018315018315018315,1
attack-pattern--70e52b04-2a0c-4cea-9d18-7149f1df9dc5,Accessibility Features,attack-pattern,T1546.008,enterprise,Windows,enterprise-attack,privilege-escalation | persistence,10,1,11,0.005036630036630037,0.004578754578754579,0.0004578754578754579,4.5829494982037355e-06,0.007586163836163836,1
attack-pattern--718cb208-6446-4572-a2f0-9c799c60091e,Bandwidth Hijacking,attack-pattern,T1496.002,enterprise,Linux | Windows | macOS | IaaS | Containers,enterprise-attack,impact,0,1,1,0.0004578754578754579,0.0,0.0004578754578754579,0.0,0.0,2
attack-pattern--72b74d71-8169-42aa-92e0-e7b04b9f5a08,Account Discovery,attack-pattern,T1087,enterprise,ESXi | IaaS | Identity Provider | Linux | macOS | Office Suite | SaaS | Windows,enterprise-attack,discovery,15,0,15,0.006868131868131868,0.006868131868131868,0.0,0.0,0.03712984622638088,1
attack-pattern--731f4f55-b6d0-41d1-a7a9-072a66389aea,Proxy,attack-pattern,T1090,enterprise,ESXi | Linux | macOS | Network Devices | Windows,enterprise-attack,command-and-control,79,0,79,0.036172161172161175,0.036172161172161175,0.0,0.0,0.05563186813186813,1
attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830,Command and Scripting Interpreter,attack-pattern,T1059,enterprise,ESXi | IaaS | Identity Provider | Linux | macOS | Network Devices | Office Suite | Windows,enterprise-attack,execution,65,0,65,0.02976190476190476,0.02976190476190476,0.0,0.0,0.15571975516884332,1
attack-pattern--73b24a10-6bf4-4af1-a81e-67b8bcb6c4e6,Malicious Library,attack-pattern,T1204.005,enterprise,Linux | macOS | Windows,enterprise-attack,execution,4,1,5,0.0022893772893772895,0.0018315018315018315,0.0004578754578754579,0.0,0.0018315018315018315,1
attack-pattern--74d2a63f-3c7b-4852-92da-02d8fbab16da,Indicator Blocking,attack-pattern,T1562.006,enterprise,Windows | macOS | Linux | ESXi,enterprise-attack,defense-evasion,13,1,14,0.00641025641025641,0.005952380952380952,0.0004578754578754579,9.165898996407471e-06,0.006301238444095587,1
