id,type,source,target,dataset
relationship--ad7fd147-066e-4ed5-aa9d-7b2f1771150d,mitigates,course-of-action--49363b74-d506-4342-bd63-320586ebadb9,attack-pattern--32632a95-6856-47b9-9ab7-fea5cd7dce00,ics
relationship--ade12d27-13bb-4ebf-be08-7039cf699682,mitigates,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,attack-pattern--2900bbd8-308a-4274-b074-5b8bde8347bc,ics
relationship--adf2072c-0341-4fc2-9d25-495b4af864e9,uses,campaign--70cab19e-1745-425e-b3db-c02cd5ff157a,attack-pattern--e33c7ecc-5a38-497f-beb2-a9a2049a4c20,ics
relationship--ae10e97a-90ac-498b-8601-01081dc4af8b,mitigates,course-of-action--e57ebc6d-785f-40c8-adb1-b5b5e09b3b48,attack-pattern--e1f9cdd2-9511-4fca-90d7-f3e92cfdd0bf,ics
relationship--ae7487f1-a2d0-443d-b418-cd726c5ac15f,mitigates,course-of-action--469b78dd-a54d-4f7c-8c3b-4a1dd916b433,attack-pattern--ea0c980c-5cf0-43a7-a049-59c4c207566e,ics
relationship--ae7ed6d8-65cc-45a0-82c3-c28e5630bf7c,uses,campaign--70cab19e-1745-425e-b3db-c02cd5ff157a,attack-pattern--2877063e-1851-48d2-bcc6-bc1d2733157e,ics
relationship--af20f409-05ed-42c3-ae3e-09b047b84875,mitigates,course-of-action--66cfe23e-34b6-4583-b178-ed6a412db2b0,attack-pattern--097924ce-a9a9-4039-8591-e0deedfb8722,ics
relationship--afb0b60e-e604-4b96-abb9-57fdce4e5108,mitigates,course-of-action--f0f5c87a-a58d-440a-b3b5-ca679d98c6dd,attack-pattern--b5b9bacb-97f2-4249-b804-47fd44de1f95,ics
relationship--afd63145-6033-49e4-ad43-d0b35fa5ed88,mitigates,course-of-action--c7257b6e-4159-4771-b1f3-2bb93adaecac,attack-pattern--19a71d1e-6334-4233-8260-b749cae37953,ics
relationship--b05d678b-4d87-4261-9366-f8b757a77661,uses,campaign--45a98f02-852f-49b2-94c0-c63207bebbbf,attack-pattern--53a26eee-1080-4d17-9762-2027d5a1b805,ics
relationship--b07e6896-a840-49a1-8d58-94396a902b95,uses,campaign--aa73efef-1418-4dbe-b43c-87a498e97234,attack-pattern--24a9253e-8948-4c98-b751-8e2aee53127c,ics
relationship--b13417ea-d8da-497f-818f-d2d90562039a,mitigates,course-of-action--3172222b-4983-43f7-8983-753ded4f13bc,attack-pattern--9a505987-ab05-4f46-a9a6-6441442eec3b,ics
relationship--b1768154-221c-48be-ab2b-549ec1eddafb,mitigates,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,attack-pattern--2900bbd8-308a-4274-b074-5b8bde8347bc,ics
relationship--b1d993d5-9e7e-4043-a651-07c7b5ad5a6b,mitigates,course-of-action--3172222b-4983-43f7-8983-753ded4f13bc,attack-pattern--2736b752-4ec5-4421-a230-8977dea7649c,ics
relationship--b252a076-6d4e-49f5-95ac-16264ef05b1d,uses,malware--e221eb77-1502-4129-af1d-fe1ad55e7ec6,attack-pattern--493832d9-cea6-4b63-abe7-9a65a6473675,ics
relationship--b2defaaf-625d-416e-8a9d-8be6d89bacdc,mitigates,course-of-action--52c7a1a9-3a78-4528-a44f-cd7b0fa3541a,attack-pattern--d5a69cfb-fc2a-46cb-99eb-74b236db5061,ics
relationship--b2e10e48-8bd9-472a-9c6f-1d38650e8df1,mitigates,course-of-action--fce6866f-9a87-4d3e-a73c-f02d8937fe0e,attack-pattern--2877063e-1851-48d2-bcc6-bc1d2733157e,ics
relationship--b343e131-e448-46c6-815b-b86e4bd6d638,uses,intrusion-set--9538b1a4-4120-4e2d-bf59-3b11fcab05a4,attack-pattern--5e0f75da-e108-4688-a6de-a4f07cc2cbe3,ics
relationship--b346eec8-de90-407c-b665-387086bb4553,uses,malware--d3aa1058-b1b3-4c29-a3ba-9a9b90ccd93b,attack-pattern--3067b85e-271e-4bc5-81ad-ab1a81d411e3,ics
relationship--b349ef5f-4a05-4eef-afe4-1543b8c832fa,uses,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,malware--54cc1d4f-5c53-4f0e-9ef5-11b4998e82e4,ics
relationship--b363cbbb-679c-47e0-8ad0-af98ebf51e60,mitigates,course-of-action--7f153c28-e5f1-4764-88fb-eea1d9b0ad4a,attack-pattern--2877063e-1851-48d2-bcc6-bc1d2733157e,ics
relationship--b3862aa6-7bd0-46a4-83b6-bb687bb7caa6,uses,intrusion-set--9538b1a4-4120-4e2d-bf59-3b11fcab05a4,attack-pattern--7830cfcf-b268-4ac0-a69e-73c6affbae9a,ics
relationship--b3b24837-83ed-46c5-ba80-66a832c7072e,mitigates,course-of-action--3992ce42-43e9-4bea-b8db-a102ec3ec1e3,attack-pattern--19a71d1e-6334-4233-8260-b749cae37953,ics
relationship--b452a076-6d4e-49f5-95ac-16264ef05b1d,uses,malware--e221eb77-1502-4129-af1d-fe1ad55e7ec6,attack-pattern--063b5b92-5361-481a-9c3f-95492ed9a2d8,ics
relationship--b47dbc50-fd8f-4e5b-bb3d-e93b68bf5497,mitigates,course-of-action--bcf91ebc-f316-4e19-b2f6-444e9940c697,attack-pattern--9a505987-ab05-4f46-a9a6-6441442eec3b,ics
relationship--b48a9fea-26a5-473c-9a5d-fcc3531e1fd3,mitigates,course-of-action--dc61c280-c29d-44e5-a960-c0dd1623d2ba,attack-pattern--fa3aa267-da22-4bdd-961f-03223322a8d5,ics
relationship--b4efcbe0-ffe3-4d9a-8dba-570e68494af1,uses,campaign--70cab19e-1745-425e-b3db-c02cd5ff157a,attack-pattern--b14395bd-5419-4ef4-9bd8-696936f509bb,ics
relationship--b5ab26e2-eb90-4f19-b35a-b8a0a5438961,uses,malware--5af7a825-2d9f-400d-931a-e00eb9e27f48,attack-pattern--a81696ef-c106-482c-8f80-59c30f2569fb,ics
relationship--b5bb5ec3-aa3c-4734-8425-4be80c5658a9,mitigates,course-of-action--469b78dd-a54d-4f7c-8c3b-4a1dd916b433,attack-pattern--36e9f5bc-ac13-4da4-a2f4-01f4877d9004,ics
relationship--b5e52859-8dab-4e7e-af70-bb38c6993c98,mitigates,course-of-action--469b78dd-a54d-4f7c-8c3b-4a1dd916b433,attack-pattern--c5e3cdbc-0387-4be9-8f83-ff5c0865f377,ics
relationship--b628d878-4f35-4580-8d42-26984d13821e,mitigates,course-of-action--c7257b6e-4159-4771-b1f3-2bb93adaecac,attack-pattern--1af9e3fd-2bcc-414d-adbd-fe3b95c02ca1,ics
relationship--b69f31c3-6c12-4b81-8e74-9c58ea635fa4,mitigates,course-of-action--8a3aadd0-b5f4-433a-800e-4893e4196bb7,attack-pattern--cd2c76a4-5e23-4ca5-9c40-d5e0604f7101,ics
relationship--b72b7dfd-f134-4324-84b8-52ff13fc6b5c,mitigates,course-of-action--bcf91ebc-f316-4e19-b2f6-444e9940c697,attack-pattern--ab390887-afc0-4715-826d-b1b167d522ae,ics
relationship--b7f23af2-e948-4531-af56-1a1b4d03702f,mitigates,course-of-action--3992ce42-43e9-4bea-b8db-a102ec3ec1e3,attack-pattern--25852363-5968-4673-b81d-341d5ed90bd1,ics
relationship--b8d6e550-18fe-49ad-9964-7802bbe0cb58,mitigates,course-of-action--ad12819e-3211-4291-b360-069f280cff0a,attack-pattern--b5b9bacb-97f2-4249-b804-47fd44de1f95,ics
relationship--b8edcf0a-ec53-4203-b3ad-2cc734a1f1dd,mitigates,course-of-action--97f33c84-8508-45b9-8a1d-cac921828c9e,attack-pattern--35392fb4-a31d-4c6a-b9f2-1c65b7f5e6b9,ics
relationship--b8f6d6a8-e668-4596-8ec2-41c5d1bd211d,mitigates,course-of-action--e0d38502-decb-481d-ad8b-b8f0a0c330bd,attack-pattern--2aa406ed-81c3-4c1d-ba83-cfbee5a2847a,ics
relationship--b960c5ed-1ea8-4dde-9203-c02d291d3bc6,mitigates,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,attack-pattern--40b300ba-f553-48bf-862e-9471b220d455,ics
relationship--b9632b4d-43c3-4bfa-88e0-629245acb8eb,mitigates,course-of-action--e57ebc6d-785f-40c8-adb1-b5b5e09b3b48,attack-pattern--3405891b-16aa-4bd7-bd7c-733501f9b20f,ics
relationship--b9e82422-b072-494f-99c1-fcab07b90133,mitigates,course-of-action--71eb7dad-07eb-4bbc-9df0-ac57bf2fba4a,attack-pattern--ba203963-3182-41ac-af14-7e7ebc83cd61,ics
relationship--ba010007-6dde-4c9d-8452-69527cd1c2ba,mitigates,course-of-action--622fe4d4-0e8e-4d17-9c25-6c9cef1f15d5,attack-pattern--3405891b-16aa-4bd7-bd7c-733501f9b20f,ics
relationship--baf4bd30-4213-43c3-b70c-54418e734caf,mitigates,course-of-action--11f242bc-3121-438c-84b2-5cbd46a4bb17,attack-pattern--3067b85e-271e-4bc5-81ad-ab1a81d411e3,ics
relationship--baf7daf3-2116-4051-91b5-f82e146167d0,mitigates,course-of-action--bcf91ebc-f316-4e19-b2f6-444e9940c697,attack-pattern--cd2c76a4-5e23-4ca5-9c40-d5e0604f7101,ics
relationship--bbf297d3-0c3c-44be-b780-332bac17b0ba,mitigates,course-of-action--72e46e53-e12d-4106-9c70-33241b6ed549,attack-pattern--40b300ba-f553-48bf-862e-9471b220d455,ics
relationship--bc3744d6-9275-4d91-8888-16d5f4d5187b,mitigates,course-of-action--622fe4d4-0e8e-4d17-9c25-6c9cef1f15d5,attack-pattern--32632a95-6856-47b9-9ab7-fea5cd7dce00,ics
relationship--bc383819-2e40-49b4-bea9-95eb5d418877,uses,malware--088f1d6e-0783-47c6-9923-9c79b2af43d4,attack-pattern--e076cca8-2f08-45c9-aff7-ea5ac798b387,ics
relationship--bc74ff8f-d5fa-40fb-8c0b-f16af3ff36e3,mitigates,course-of-action--337c4e2a-21a7-4d9a-bfee-9efd6cebf0e5,attack-pattern--b7e13ee8-182c-4f19-92a4-a88d7d855d54,ics
relationship--bcaa4f7e-2e84-4bbb-9fb7-ca8fb003108f,mitigates,course-of-action--72e46e53-e12d-4106-9c70-33241b6ed549,attack-pattern--b9160e77-ea9e-4ba9-b1c8-53a3c466b13d,ics
relationship--bcece7ce-91b5-40b3-b87a-25cab3600e5c,uses,malware--088f1d6e-0783-47c6-9923-9c79b2af43d4,attack-pattern--e6c31185-8040-4267-83d3-b217b8a92f07,ics
relationship--bda03e8d-5e06-4470-b786-11b11c7c97c7,mitigates,course-of-action--faf2b40e-5981-433f-aa46-17458e0026f7,attack-pattern--648f995e-9c3a-41e4-aeee-98bb41037426,ics
relationship--bde941c6-2ca0-4f94-9336-027e7eee15a1,mitigates,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,attack-pattern--e6c31185-8040-4267-83d3-b217b8a92f07,ics
relationship--be532c78-daf5-431b-adae-ab11af395513,uses,malware--088f1d6e-0783-47c6-9923-9c79b2af43d4,attack-pattern--85a45294-08f1-4539-bf00-7da08aa7b0ee,ics
relationship--be950e87-80ac-49ea-810a-553c7f72151b,mitigates,course-of-action--72e46e53-e12d-4106-9c70-33241b6ed549,attack-pattern--8e7089d3-fba2-44f8-94a8-9a79c53920c4,ics
relationship--bf0e7347-1636-4b5e-9e2a-8b93177e5f85,uses,campaign--45a98f02-852f-49b2-94c0-c63207bebbbf,attack-pattern--cd2c76a4-5e23-4ca5-9c40-d5e0604f7101,ics
relationship--bff99f91-e1a9-4379-a2d9-5a99615a95d1,uses,intrusion-set--c77c5576-ca19-42ed-a36f-4b4486a84133,malware--ac61f1f9-7bb1-465e-9b8a-c2ce8e88baf5,ics
relationship--c0efb24a-2329-401a-bba6-817f2867bb3f,mitigates,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,attack-pattern--3067b85e-271e-4bc5-81ad-ab1a81d411e3,ics
relationship--c1154a56-6f5f-4760-8b34-79b0e8a79c1f,uses,campaign--70cab19e-1745-425e-b3db-c02cd5ff157a,attack-pattern--2900bbd8-308a-4274-b074-5b8bde8347bc,ics
relationship--c137fcd2-ce51-4e17-9c2f-f1aaf9b64ce7,uses,campaign--45a98f02-852f-49b2-94c0-c63207bebbbf,attack-pattern--ead7bd34-186e-4c79-9a4d-b65bcce6ed9d,ics
relationship--c195a0e9-d46c-487f-9a96-b138e9ca05d2,mitigates,course-of-action--143b4398-3222-480a-b6a4-e131bc2d3144,attack-pattern--648f995e-9c3a-41e4-aeee-98bb41037426,ics
relationship--c2484b15-7dd0-4280-8898-a6a7da6f0ca2,uses,campaign--70cab19e-1745-425e-b3db-c02cd5ff157a,attack-pattern--40b300ba-f553-48bf-862e-9471b220d455,ics
relationship--c2fe42b4-6750-4b51-86b7-6c37fbfdef2d,mitigates,course-of-action--ad12819e-3211-4291-b360-069f280cff0a,attack-pattern--56ddc820-6cfb-407f-850b-52c035d123ac,ics
relationship--c347b69c-e3f6-4eca-ba57-0781c7dc8eac,uses,malware--00e7d565-9883-4ee5-b642-8fd17fd6a3f5,attack-pattern--ba203963-3182-41ac-af14-7e7ebc83cd61,ics
relationship--c4122b58-f1b2-4656-a715-55016700bf75,uses,malware--e401d4fe-f0c9-44f0-98e6-f93487678808,attack-pattern--3de230d4-3e42-4041-b089-17e1128feded,ics
relationship--c4e8dd42-9855-4a36-b915-dc7e1a91e235,uses,intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,attack-pattern--2dc2b567-8821-49f9-9045-8740f3d0b958,ics
relationship--c59a3d89-c8fa-4c5d-813e-f4495d892d1a,uses,malware--75ecdbf1-c2bb-4afc-a3f9-c8da4de8c661,attack-pattern--85a45294-08f1-4539-bf00-7da08aa7b0ee,ics
relationship--c5dd0d66-99f1-4efd-b0f9-bf9f9118ff16,uses,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,malware--5719af9d-6b16-46f9-9b28-fb019541ddbb,ics
relationship--c5fd0969-c151-4849-94c2-83e2e208cff7,mitigates,course-of-action--7f153c28-e5f1-4764-88fb-eea1d9b0ad4a,attack-pattern--38213338-1aab-479d-949b-c81b66ccca5c,ics
relationship--c64f2ed2-f7a7-4333-b0d3-d687ffb7ad6b,mitigates,course-of-action--ad12819e-3211-4291-b360-069f280cff0a,attack-pattern--4c2e1408-9d68-4187-8e6b-a77bc52700ec,ics
relationship--c6520346-fe47-44ce-af75-d99004ac2977,uses,malware--088f1d6e-0783-47c6-9923-9c79b2af43d4,attack-pattern--1af9e3fd-2bcc-414d-adbd-fe3b95c02ca1,ics
relationship--c6562519-81c5-4eca-a815-f46ac0ed4bcc,mitigates,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,attack-pattern--008b8f56-6107-48be-aa9f-746f927dbb61,ics
relationship--c67e3535-69a9-4234-8170-4ad6efc632b7,mitigates,course-of-action--de0bc375-50e1-4e26-a342-a8ff8c9d3037,attack-pattern--5e0f75da-e108-4688-a6de-a4f07cc2cbe3,ics
relationship--c69eab3c-861c-45f5-8858-a595fcc7e6f6,mitigates,course-of-action--3172222b-4983-43f7-8983-753ded4f13bc,attack-pattern--ead7bd34-186e-4c79-9a4d-b65bcce6ed9d,ics
relationship--c785c026-4139-4c56-a6dd-cdd3ba75bab1,uses,malware--e401d4fe-f0c9-44f0-98e6-f93487678808,attack-pattern--008b8f56-6107-48be-aa9f-746f927dbb61,ics
relationship--c78f497f-01c3-4efb-aa74-92b700b9c02b,mitigates,course-of-action--9f99fcfd-772e-4e63-9d39-e45612e546dc,attack-pattern--e72425f8-9ae6-41d3-bfdb-e1b865e60722,ics
relationship--c7aac6c9-da16-46e2-8cfa-dca07a0a7562,mitigates,course-of-action--1e7ccfc0-94c8-496e-8d27-032120892291,attack-pattern--25852363-5968-4673-b81d-341d5ed90bd1,ics
relationship--c84e39ab-30c1-40e3-95a8-fcbb271e913c,uses,malware--6108f800-10b8-4090-944e-be579f01263d,attack-pattern--9a505987-ab05-4f46-a9a6-6441442eec3b,ics
relationship--c8a40335-90d6-496a-b4f9-1cc93d3fffc6,mitigates,course-of-action--ac8f3492-7fbb-4a0a-b0b4-b75ec676136c,attack-pattern--5e0f75da-e108-4688-a6de-a4f07cc2cbe3,ics
relationship--c8dd2735-bd04-4413-847d-316b77c6de19,mitigates,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,attack-pattern--d67adac8-e3b9-44f9-9e6d-6c2a7d69dbe4,ics
relationship--c8e78d6f-ac9d-4ad3-ae13-238f1eb4423a,uses,campaign--46421788-b6e1-4256-b351-f8beffd1afba,malware--54cc1d4f-5c53-4f0e-9ef5-11b4998e82e4,ics
relationship--c9065f74-556d-4728-8072-f96642e70316,mitigates,course-of-action--3992ce42-43e9-4bea-b8db-a102ec3ec1e3,attack-pattern--e1f9cdd2-9511-4fca-90d7-f3e92cfdd0bf,ics
relationship--c90cfddb-253b-41c8-9057-2abde6f8aa6d,uses,malware--ac61f1f9-7bb1-465e-9b8a-c2ce8e88baf5,attack-pattern--e076cca8-2f08-45c9-aff7-ea5ac798b387,ics
relationship--c9395e2a-afaf-427c-bcb2-ae663d72c05c,mitigates,course-of-action--b11cad63-ef30-4eb8-af0d-6cc46eef3f3e,attack-pattern--2900bbd8-308a-4274-b074-5b8bde8347bc,ics
relationship--ca3c4d4b-cf53-4489-904f-8a220e421aeb,uses,malware--e401d4fe-f0c9-44f0-98e6-f93487678808,attack-pattern--4c2e1408-9d68-4187-8e6b-a77bc52700ec,ics
relationship--ca5c7ae7-5273-4888-bc50-183d6e200972,mitigates,course-of-action--059ba11e-e3dc-49aa-84ca-88197f40d4ea,attack-pattern--7830cfcf-b268-4ac0-a69e-73c6affbae9a,ics
relationship--ca64a927-f050-41b3-80d3-93d22cdef26a,mitigates,course-of-action--d0909119-2f71-4923-87db-b649881672d7,attack-pattern--e6c31185-8040-4267-83d3-b217b8a92f07,ics
relationship--ca768c2a-0f14-471c-90a5-bce649e88d51,mitigates,course-of-action--11f242bc-3121-438c-84b2-5cbd46a4bb17,attack-pattern--25dfc8ad-bd73-4dfd-84a9-3c3d383f76e9,ics
relationship--cad91f87-7cc7-4771-8c7b-1599793ed3c1,uses,malware--6108f800-10b8-4090-944e-be579f01263d,attack-pattern--38213338-1aab-479d-949b-c81b66ccca5c,ics
relationship--cb1037c1-4b83-4a79-ba12-00558bb6b42b,uses,intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,malware--e221eb77-1502-4129-af1d-fe1ad55e7ec6,ics
relationship--cb30d507-edc6-4197-947c-7b3a6e395c0d,mitigates,course-of-action--71eb7dad-07eb-4bbc-9df0-ac57bf2fba4a,attack-pattern--be69c571-d746-4b1f-bdd0-c0c9817e9068,ics
relationship--cb38425c-646d-4bc8-bdea-e6cc630c3034,uses,malware--088f1d6e-0783-47c6-9923-9c79b2af43d4,attack-pattern--fc5fda7e-6b2c-4457-b036-759896a2efa2,ics
relationship--cb4d802e-df5b-4017-81dd-47f65fff23a3,mitigates,course-of-action--9f99fcfd-772e-4e63-9d39-e45612e546dc,attack-pattern--b7e13ee8-182c-4f19-92a4-a88d7d855d54,ics
relationship--cb6d67c0-33ba-4c49-ae70-d0e4f0f68794,mitigates,course-of-action--f0f5c87a-a58d-440a-b3b5-ca679d98c6dd,attack-pattern--fab8fc7d-f27f-4fbb-9de6-44740aade05f,ics
relationship--cba8313b-c338-45f7-88ef-a514094882ac,uses,malware--d3aa1058-b1b3-4c29-a3ba-9a9b90ccd93b,attack-pattern--cfe68e93-ce94-4c0f-a57d-3aa72cedd618,ics
relationship--cca191a1-3c50-4d4f-8f79-4247e58af610,mitigates,course-of-action--4fa717d9-cabe-47c8-8cdd-86e9e2e37f30,attack-pattern--ba203963-3182-41ac-af14-7e7ebc83cd61,ics
relationship--ccae6e5d-8a9e-4bab-ae77-26a2bd722f67,uses,malware--088f1d6e-0783-47c6-9923-9c79b2af43d4,attack-pattern--09a61657-46e1-439e-b3ed-3e4556a78243,ics
relationship--ccc67bb3-acc3-4294-81b3-4a0d972f2dd7,uses,malware--80099a91-4c86-4bea-9ccb-dac55d61960e,attack-pattern--ab390887-afc0-4715-826d-b1b167d522ae,ics
relationship--cd297a7b-4b02-407e-a798-e36fef4cf3a1,mitigates,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,attack-pattern--1c478716-71d9-46a4-9a53-fa5d576adb60,ics
relationship--cd6f1ca4-aaec-451d-b855-55cdb0c3dde8,uses,campaign--45a98f02-852f-49b2-94c0-c63207bebbbf,attack-pattern--e1f9cdd2-9511-4fca-90d7-f3e92cfdd0bf,ics
relationship--ce64ed04-f0ff-4897-b636-3177c9c5d9bb,uses,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,malware--e221eb77-1502-4129-af1d-fe1ad55e7ec6,ics
relationship--ce7c17b7-b60d-4ebd-9014-2c421a64d70a,mitigates,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,attack-pattern--8535b71e-3c12-4258-a4ab-40257a1becc4,ics
relationship--cf8ac499-8c1c-4615-b933-7587f1b9488b,mitigates,course-of-action--9f99fcfd-772e-4e63-9d39-e45612e546dc,attack-pattern--b9160e77-ea9e-4ba9-b1c8-53a3c466b13d,ics
relationship--d08fdedd-12f6-4681-9167-70d070432dee,mitigates,course-of-action--11f242bc-3121-438c-84b2-5cbd46a4bb17,attack-pattern--8535b71e-3c12-4258-a4ab-40257a1becc4,ics
relationship--d1388bba-9869-4e3e-a6c9-430784ad924d,uses,campaign--46421788-b6e1-4256-b351-f8beffd1afba,attack-pattern--a81696ef-c106-482c-8f80-59c30f2569fb,ics
relationship--d16e8909-d055-4174-aeb1-22c0613b2f73,mitigates,course-of-action--d0909119-2f71-4923-87db-b649881672d7,attack-pattern--9a505987-ab05-4f46-a9a6-6441442eec3b,ics
relationship--d1971b32-3a15-4544-9f36-80c05121deb6,mitigates,course-of-action--3992ce42-43e9-4bea-b8db-a102ec3ec1e3,attack-pattern--efbf7888-f61b-4572-9c80-7e2965c60707,ics
relationship--d1d98f8c-aea2-4f06-9b0d-c543ed42c6a4,mitigates,course-of-action--da44255d-85c5-492c-baf3-ee823d44f848,attack-pattern--83ebd22f-b401-4d59-8219-2294172cf916,ics
relationship--d2a434c7-4428-435e-ae6b-e54012f29606,mitigates,course-of-action--e0d38502-decb-481d-ad8b-b8f0a0c330bd,attack-pattern--fc5fda7e-6b2c-4457-b036-759896a2efa2,ics
relationship--d2dc57eb-5be2-4f9c-a4f7-18d2085ff412,uses,intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,attack-pattern--e076cca8-2f08-45c9-aff7-ea5ac798b387,ics
relationship--d3c94120-e6b5-4bd2-88f0-9c73f76b0104,mitigates,course-of-action--faf2b40e-5981-433f-aa46-17458e0026f7,attack-pattern--2736b752-4ec5-4421-a230-8977dea7649c,ics
relationship--d4968f45-d06b-4843-8f72-6e08beb94cab,uses,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,malware--083bb47b-02c8-4423-81a2-f9ef58572974,ics
relationship--d4da5e90-7986-4c8a-bfb6-df4c0586ce87,uses,campaign--df8eb785-70f8-4300-b444-277ba849083d,attack-pattern--77d9c726-b53e-481d-8bcc-1068aebfbb9d,ics
relationship--d50a3d89-c8fa-4c5d-813e-f4495d892d1a,uses,malware--75ecdbf1-c2bb-4afc-a3f9-c8da4de8c661,attack-pattern--ead7bd34-186e-4c79-9a4d-b65bcce6ed9d,ics
relationship--d67ae959-9014-4501-b963-42bee03a5e3b,uses,campaign--8fda050f-470d-4401-994e-35c1a6c301de,attack-pattern--63b6942d-8359-4506-bfb3-cf87aa8120ee,ics
relationship--d6a2a1a8-8f5b-4e94-8fce-8edd8a17627a,mitigates,course-of-action--71eb7dad-07eb-4bbc-9df0-ac57bf2fba4a,attack-pattern--5e0f75da-e108-4688-a6de-a4f07cc2cbe3,ics
relationship--d72e7d01-56be-4fbd-8957-3384533ba83b,uses,malware--80099a91-4c86-4bea-9ccb-dac55d61960e,attack-pattern--5a2610f6-9fff-41e1-bc27-575ca20383d4,ics
relationship--d7ea83fa-87c7-4d36-96d5-aee554504040,uses,malware--2eaa5319-5e1e-4dd7-bbc4-566fced3964a,attack-pattern--63b6942d-8359-4506-bfb3-cf87aa8120ee,ics
relationship--d8354850-bd4c-4bd9-a585-b107f5f1398f,uses,malware--80099a91-4c86-4bea-9ccb-dac55d61960e,attack-pattern--5fa00fdd-4a55-4191-94a0-564181d7fec2,ics
relationship--d854cc38-adf7-485d-96b5-70606f6cb87e,mitigates,course-of-action--aadac250-bcdc-44e3-a4ae-f52bd0a7a16a,attack-pattern--e076cca8-2f08-45c9-aff7-ea5ac798b387,ics
relationship--d8911566-f622-4a01-b765-514dbbfd8201,uses,malware--d3aa1058-b1b3-4c29-a3ba-9a9b90ccd93b,attack-pattern--38213338-1aab-479d-949b-c81b66ccca5c,ics
relationship--d8f45959-e0fc-4b4f-a074-a3acea926300,mitigates,course-of-action--d0909119-2f71-4923-87db-b649881672d7,attack-pattern--c267bbee-bb59-47fe-85e0-3ed210337c21,ics
relationship--d90aeeb6-3686-483a-8403-6514ecfe1a50,uses,malware--083bb47b-02c8-4423-81a2-f9ef58572974,attack-pattern--1b22b676-9347-4c55-9a35-ef0dc653db5b,ics
relationship--d9165ecb-bc10-4189-a7e4-057bdf05bf3f,uses,malware--54cc1d4f-5c53-4f0e-9ef5-11b4998e82e4,attack-pattern--648f995e-9c3a-41e4-aeee-98bb41037426,ics
relationship--dbdd9a97-81df-40b8-b72d-ac67d121b8b3,mitigates,course-of-action--c7257b6e-4159-4771-b1f3-2bb93adaecac,attack-pattern--25852363-5968-4673-b81d-341d5ed90bd1,ics
relationship--dc35c44a-a90c-48a1-8811-af2618216e42,mitigates,course-of-action--ddf3e568-f065-49e2-9106-42029a28ddbd,attack-pattern--8d2f3bab-507c-4424-b58b-edc977bd215c,ics
relationship--dc46ffc2-eac7-4491-8d2a-46cf8e2e963f,mitigates,course-of-action--11f242bc-3121-438c-84b2-5cbd46a4bb17,attack-pattern--b9160e77-ea9e-4ba9-b1c8-53a3c466b13d,ics
relationship--dda89758-9d0b-446d-b594-85acc7f9cb90,mitigates,course-of-action--ad12819e-3211-4291-b360-069f280cff0a,attack-pattern--63b6942d-8359-4506-bfb3-cf87aa8120ee,ics
relationship--dded2d68-35c7-42c4-af10-efe7731673e3,mitigates,course-of-action--66cfe23e-34b6-4583-b178-ed6a412db2b0,attack-pattern--5a2610f6-9fff-41e1-bc27-575ca20383d4,ics
relationship--df6da4ec-cbe8-4f93-a41f-3726a9491938,mitigates,course-of-action--52c7a1a9-3a78-4528-a44f-cd7b0fa3541a,attack-pattern--38213338-1aab-479d-949b-c81b66ccca5c,ics
relationship--df88d021-cb8e-482d-9260-445d0a0244ac,uses,campaign--df8eb785-70f8-4300-b444-277ba849083d,attack-pattern--24a9253e-8948-4c98-b751-8e2aee53127c,ics
relationship--dfe43fa1-ffc2-4c6c-a91d-f2ca55f21ccb,uses,malware--088f1d6e-0783-47c6-9923-9c79b2af43d4,attack-pattern--e72425f8-9ae6-41d3-bfdb-e1b865e60722,ics
relationship--e09e253c-fd28-49ae-988e-1f80d769e8b8,mitigates,course-of-action--71eb7dad-07eb-4bbc-9df0-ac57bf2fba4a,attack-pattern--2736b752-4ec5-4421-a230-8977dea7649c,ics
relationship--e0aee02c-b424-4781-be10-793d71594c31,uses,malware--083bb47b-02c8-4423-81a2-f9ef58572974,attack-pattern--648f995e-9c3a-41e4-aeee-98bb41037426,ics
relationship--e0d101cc-1284-4e88-82d6-227fe5d19d8a,mitigates,course-of-action--97f33c84-8508-45b9-8a1d-cac921828c9e,attack-pattern--85a45294-08f1-4539-bf00-7da08aa7b0ee,ics
